Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;verificador
423-08-7637;A;Naypyitaw;Normal;Femenino;Complementos de moda;21.12;2;2.112;44.352;30/03/2019;13:07;Efectivo;42.24;4.761905;2.112;5.6;True
645-00-5330;A;Mandalay;Normal;Masculino;Salud y belleza;12.1;7;4.235;88.935;16/03/2019;13:42;Tarjeta de Crédito;84.7;4.761905;4.235;8.8;True
501-76-3118;A;Yangon;Socio;Masculino;Salud y belleza;87.9;4;17.58;369.18;16/03/2019;17:36;Efectivo;351.6;4.761905;17.58;8.7;True
744-30-0145;C;Mandalay;Socio;Femenino;Accesorios electrónicos;47.67;6;14.301;300.321;19/03/2019;10:18;Tarjeta de Crédito;286.02;4.761905;14.301;9.8;True
736-70-1151;A;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;56.13;1;2.8065;58.9365;27/03/2019;11:40;Billetera Electrónica;56.13;4.761905;2.8065;4.2;True
257-41-4440;C;Mandalay;Socio;Femenino;Deportes y viajes;71.68;8;28.672;602.1120000000001;08/01/2019;11:00;Billetera Electrónica;573.44;4.761905;28.672;9.5;True
535-30-1284;A;Mandalay;Normal;Femenino;Salud y belleza;28.31;6;8.493;178.35299999999998;30/01/2019;13:41;Tarjeta de Crédito;169.86;4.761905;8.493;4.9;True
373-71-3503;B;Naypyitaw;Socio;Femenino;Deportes y viajes;73.38;5;18.345;385.245;25/03/2019;18:19;Tarjeta de Crédito;366.9;4.761905;18.345;6.6;True
438-28-3105;B;Yangon;Socio;Femenino;Accesorios electrónicos;23.46;9;10.557;221.697;15/02/2019;17:58;Efectivo;211.14;4.761905;10.557;5.2;True
643-83-6138;C;Yangon;Socio;Femenino;Accesorios electrónicos;96.52;9;43.434;912.114;21/02/2019;15:53;Efectivo;868.68;4.761905;43.434;7.2;True
778-66-7484;C;Yangon;Socio;Femenino;Deportes y viajes;39.42;9;17.739;372.519;28/02/2019;20:35;Tarjeta de Crédito;354.78000000000003;4.761905;17.739;6.6;True
222-07-5318;A;Yangon;Normal;Masculino;Deportes y viajes;10.16;5;2.54;53.34;09/03/2019;15:28;Efectivo;50.8;4.761905;2.54;5.4;True
626-82-4717;A;Naypyitaw;Normal;Femenino;Accesorios electrónicos;87.08;8;34.832;731.472;04/02/2019;11:45;Efectivo;696.64;4.761905;34.832;6.4;True
378-30-5887;B;Mandalay;Socio;Masculino;Alimentos y bebidas;62.0;8;24.8;520.8;05/02/2019;19:30;Efectivo;496.0;4.761905;24.8;7.7;True
236-15-4781;B;Mandalay;Normal;Femenino;Alimentos y bebidas;28.45;9;12.8025;268.8525;28/03/2019;13:45;Tarjeta de Crédito;256.05;4.761905;12.8025;6.0;True
318-23-7040;C;Naypyitaw;Socio;Masculino;Deportes y viajes;10.13;1;0.5065;10.636500000000002;18/01/2019;10:39;Tarjeta de Crédito;10.13;4.761905;0.5065;4.6;True
215-68-5415;A;Mandalay;Socio;Masculino;Hogar y estilo de vida;35.49;3;5.3235;111.7935;26/03/2019;10:36;Billetera Electrónica;106.47;4.761905;5.3235;4.1;True
804-34-7703;A;Yangon;Normal;Femenino;Complementos de moda;55.39;6;16.617;348.95700000000005;25/02/2019;15:09;Efectivo;332.34000000000003;4.761905;16.617;4.2;True
546-37-7843;C;Mandalay;Normal;Femenino;Salud y belleza;42.85;1;2.1425;44.9925;27/02/2019;13:41;Efectivo;42.85;4.761905;2.1425;6.7;True
287-83-1612;A;Yangon;Normal;Femenino;Complementos de moda;90.22;1;4.511;94.731;07/03/2019;15:48;Billetera Electrónica;90.22;4.761905;4.511;8.9;True
325-83-6162;A;Yangon;Normal;Femenino;Hogar y estilo de vida;16.16;3;2.424;50.904;04/01/2019;15:05;Tarjeta de Crédito;48.48;4.761905;2.424;7.8;True
808-61-0463;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;71.92;8;28.768;604.128;20/03/2019;10:36;Billetera Electrónica;575.36;4.761905;28.768;7.3;True
526-07-1040;A;Yangon;Normal;Masculino;Deportes y viajes;79.54;9;35.793;751.653;12/01/2019;17:38;Billetera Electrónica;715.86;4.761905;35.793;5.1;True
365-48-3186;B;Mandalay;Normal;Masculino;Deportes y viajes;31.77;5;7.9425;166.7925;07/03/2019;16:23;Efectivo;158.85;4.761905;7.9425;5.0;True
647-41-0510;A;Yangon;Normal;Femenino;Alimentos y bebidas;77.04;7;26.964;566.2440000000001;05/01/2019;20:26;Billetera Electrónica;539.2800000000001;4.761905;26.964;6.0;True
648-02-1588;C;Mandalay;Normal;Femenino;Accesorios electrónicos;97.61;9;43.9245;922.4145;15/02/2019;16:28;Tarjeta de Crédito;878.49;4.761905;43.9245;6.0;True
528-44-7587;A;Yangon;Socio;Femenino;Hogar y estilo de vida;84.09;1;4.2045;88.2945;30/01/2019;17:55;Efectivo;84.09;4.761905;4.2045;8.4;True
108-26-0484;C;Yangon;Socio;Femenino;Salud y belleza;19.1;2;1.91;40.11;09/02/2019;19:12;Efectivo;38.2;4.761905;1.91;6.1;True
241-30-1225;C;Naypyitaw;Socio;Masculino;Deportes y viajes;74.86;6;22.458;471.618;03/01/2019;14:20;Billetera Electrónica;449.16;4.761905;22.458;9.8;True
045-23-3020;A;Mandalay;Socio;Masculino;Salud y belleza;60.47;3;9.0705;190.4805;04/02/2019;11:26;Efectivo;181.41;4.761905;9.0705;7.4;True
575-31-0404;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;60.08;1;3.004;63.084;01/03/2019;16:04;Efectivo;60.08;4.761905;3.004;4.2;True
022-20-7031;A;Mandalay;Normal;Masculino;Accesorios electrónicos;60.96;1;3.048;64.008;15/01/2019;20:21;Billetera Electrónica;60.96;4.761905;3.048;4.4;True
381-83-2275;A;Yangon;Normal;Masculino;Accesorios electrónicos;37.0;9;16.65;349.65;19/02/2019;11:30;Billetera Electrónica;333.0;4.761905;16.65;7.0;True
123-46-5385;B;Naypyitaw;Normal;Femenino;Alimentos y bebidas;93.26;2;9.326;195.846;14/03/2019;10:05;Efectivo;186.52;4.761905;9.326;4.5;True
570-70-0470;A;Naypyitaw;Normal;Femenino;Salud y belleza;64.19;4;12.838;269.598;26/02/2019;16:43;Billetera Electrónica;256.76;4.761905;12.838;6.8;True
106-78-5468;B;Mandalay;Socio;Femenino;Salud y belleza;54.45;4;10.89;228.69;29/01/2019;19:07;Efectivo;217.8;4.761905;10.89;6.4;True
437-64-4510;C;Naypyitaw;Socio;Femenino;Complementos de moda;20.97;9;9.4365;198.1665;13/01/2019;12:16;Billetera Electrónica;188.73;4.761905;9.4365;7.3;True
304-03-5641;C;Yangon;Normal;Femenino;Accesorios electrónicos;39.91;3;5.9865;125.7165;04/01/2019;18:45;Tarjeta de Crédito;119.73;4.761905;5.9865;8.3;True
044-08-7063;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;83.08;9;37.386;785.106;10/03/2019;14:45;Efectivo;747.72;4.761905;37.386;7.5;True
316-25-5868;B;Yangon;Normal;Masculino;Accesorios electrónicos;39.21;3;5.8815;123.5115;17/01/2019;20:26;Efectivo;117.63;4.761905;5.8815;8.2;True
505-74-4457;B;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;39.12;3;5.868;123.22799999999998;02/03/2019;14:04;Efectivo;117.36;4.761905;5.868;6.3;True
162-54-7043;A;Yangon;Socio;Femenino;Accesorios electrónicos;22.32;7;7.812;164.05200000000002;27/02/2019;14:55;Billetera Electrónica;156.24;4.761905;7.812;6.0;True
030-61-1762;A;Naypyitaw;Socio;Masculino;Accesorios electrónicos;74.69;1;3.7345;78.4245;14/01/2019;10:54;Billetera Electrónica;74.69;4.761905;3.7345;8.0;True
508-81-5852;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;31.9;3;4.785;100.485;25/01/2019;19:44;Efectivo;95.7;4.761905;4.785;4.2;True
306-54-4252;B;Naypyitaw;Socio;Femenino;Alimentos y bebidas;35.89;5;8.9725;188.4225;03/02/2019;16:40;Billetera Electrónica;179.45;4.761905;8.9725;9.6;True
418-84-4158;A;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;72.04;1;3.602;75.64200000000001;19/03/2019;20:40;Efectivo;72.04;4.761905;3.602;9.3;True
576-23-4310;B;Naypyitaw;Normal;Femenino;Complementos de moda;98.52;4;19.704;413.784;26/01/2019;15:49;Billetera Electrónica;394.08;4.761905;19.704;5.5;True
073-08-5343;A;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;52.79;7;18.4765;388.0065;05/02/2019;16:06;Billetera Electrónica;369.53;4.761905;18.4765;7.6;True
344-87-0310;A;Naypyitaw;Socio;Femenino;Salud y belleza;99.3;6;29.79;625.5899999999999;26/01/2019;10:43;Tarjeta de Crédito;595.8;4.761905;29.79;9.4;True
035-40-4103;C;Yangon;Normal;Femenino;Alimentos y bebidas;33.33;10;16.665;349.965;08/02/2019;17:54;Tarjeta de Crédito;333.29999999999995;4.761905;16.665;7.0;True
866-88-8070;B;Yangon;Socio;Femenino;Salud y belleza;91.35;3;13.7025;287.75249999999994;19/01/2019;19:18;Efectivo;274.04999999999995;4.761905;13.7025;5.2;True
508-26-8568;B;Yangon;Socio;Femenino;Complementos de moda;64.97;4;12.994;272.874;10/02/2019;20:48;Efectivo;259.88;4.761905;12.994;4.3;True
504-44-3141;C;Yangon;Normal;Femenino;Accesorios electrónicos;83.77;3;12.5655;263.8755;27/01/2019;18:06;Tarjeta de Crédito;251.31;4.761905;12.5655;7.7;True
850-67-8265;C;Naypyitaw;Normal;Femenino;Alimentos y bebidas;87.08;5;21.77;457.17;11/01/2019;10:17;Tarjeta de Crédito;435.4;4.761905;21.77;5.7;True
645-24-1801;B;Naypyitaw;Socio;Masculino;Alimentos y bebidas;48.96;6;14.688;308.448;28/01/2019;20:13;Efectivo;293.76;4.761905;14.688;4.4;True
356-30-2326;A;Yangon;Normal;Femenino;Salud y belleza;41.66;10;20.83;437.43;28/03/2019;19:48;Tarjeta de Crédito;416.6;4.761905;20.83;6.0;True
776-85-2568;A;Yangon;Socio;Masculino;Salud y belleza;95.42;2;9.542;200.382;23/02/2019;15:54;Billetera Electrónica;190.84;4.761905;9.542;9.0;True
173-18-7440;A;Mandalay;Socio;Masculino;Deportes y viajes;93.31;2;9.331;195.951;27/02/2019;20:52;Tarjeta de Crédito;186.62;4.761905;9.331;5.2;True
787-42-7444;A;Mandalay;Socio;Femenino;Alimentos y bebidas;15.81;8;6.324;132.804;02/03/2019;15:44;Tarjeta de Crédito;126.48;4.761905;6.324;7.7;True
421-43-4880;A;Naypyitaw;Normal;Femenino;Alimentos y bebidas;99.89;7;34.9615;734.1915;30/03/2019;16:24;Billetera Electrónica;699.23;4.761905;34.9615;7.9;True
541-03-4604;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;31.84;1;1.592;33.432;07/01/2019;13:41;Billetera Electrónica;31.84;4.761905;1.592;9.3;True
151-28-2633;C;Yangon;Normal;Masculino;Alimentos y bebidas;10.53;7;3.6855;77.3955;17/02/2019;19:30;Billetera Electrónica;73.71;4.761905;3.6855;5.7;True
544-35-8603;A;Naypyitaw;Normal;Femenino;Alimentos y bebidas;99.96;10;49.98;1049.58;03/01/2019;10:26;Tarjeta de Crédito;999.6;4.761905;49.98;9.2;True
704-68-7554;C;Yangon;Normal;Masculino;Deportes y viajes;84.25;10;42.125;884.625;23/01/2019;18:43;Billetera Electrónica;842.5;4.761905;42.125;8.0;True
722-67-1537;A;Yangon;Socio;Femenino;Accesorios electrónicos;65.23;2;6.523;136.983;17/01/2019;10:22;Efectivo;130.46;4.761905;6.523;7.6;True
873-71-7086;A;Yangon;Normal;Masculino;Complementos de moda;95.42;1;4.771;100.191;06/01/2019;18:43;Efectivo;95.42;4.761905;4.771;5.4;True
515-02-1562;B;Naypyitaw;Normal;Masculino;Deportes y viajes;14.96;6;4.488;94.248;23/02/2019;18:14;Efectivo;89.76;4.761905;4.488;7.4;True
626-38-8317;A;Yangon;Normal;Femenino;Alimentos y bebidas;33.47;1;1.6735;35.1435;02/02/2019;15:10;Billetera Electrónica;33.47;4.761905;1.6735;7.0;True
158-53-3814;B;Naypyitaw;Normal;Masculino;Deportes y viajes;23.75;4;4.75;99.75;03/03/2019;19:51;Tarjeta de Crédito;95.0;4.761905;4.75;9.6;True
437-34-5053;C;Mandalay;Normal;Femenino;Salud y belleza;80.62;7;28.217;592.557;03/03/2019;20:24;Billetera Electrónica;564.34;4.761905;28.217;6.5;True
673-35-1678;B;Yangon;Normal;Femenino;Complementos de moda;50.45;4;10.09;211.89;21/02/2019;13:28;Tarjeta de Crédito;201.8;4.761905;10.09;7.2;True
831-82-6268;A;Naypyitaw;Normal;Femenino;Salud y belleza;26.26;7;9.191;193.011;23/01/2019;19:51;Tarjeta de Crédito;183.82;4.761905;9.191;7.7;True
137-43-5721;C;Naypyitaw;Normal;Femenino;Complementos de moda;60.18;3;9.027;189.567;25/03/2019;14:04;Tarjeta de Crédito;180.54;4.761905;9.027;4.5;True
033-44-4057;B;Yangon;Socio;Masculino;Hogar y estilo de vida;77.63;5;19.4075;407.5575;14/03/2019;17:34;Efectivo;388.15;4.761905;19.4075;4.7;True
627-65-6555;A;Yangon;Socio;Femenino;Alimentos y bebidas;76.99;3;11.5485;242.5185;19/03/2019;14:42;Tarjeta de Crédito;230.97;4.761905;11.5485;4.8;True
455-84-4354;C;Yangon;Socio;Masculino;Complementos de moda;19.77;1;0.9885;20.7585;25/03/2019;20:21;Tarjeta de Crédito;19.77;4.761905;0.9885;6.4;True
351-70-4404;A;Mandalay;Normal;Femenino;Complementos de moda;12.19;2;1.219;25.599;25/02/2019;13:28;Tarjeta de Crédito;24.38;4.761905;1.219;7.0;True
062-45-7504;A;Mandalay;Socio;Femenino;Hogar y estilo de vida;99.71;5;24.9275;523.4775;29/01/2019;19:14;Tarjeta de Crédito;498.55;4.761905;24.9275;6.7;True
464-35-0615;C;Yangon;Socio;Femenino;Complementos de moda;57.89;1;2.8945;60.7845;02/03/2019;18:14;Efectivo;57.89;4.761905;2.8945;9.9;True
488-45-2560;B;Mandalay;Socio;Femenino;Complementos de moda;69.52;10;34.76;729.9599999999999;14/02/2019;15:53;Billetera Electrónica;695.1999999999999;4.761905;34.76;9.3;True
754-34-5678;B;Naypyitaw;Normal;Masculino;Alimentos y bebidas;41.65;10;20.825;437.325;24/01/2019;13:26;Efectivo;416.5;4.761905;20.825;7.7;True
136-27-0706;B;Naypyitaw;Normal;Masculino;Deportes y viajes;84.83;10;42.415;890.7149999999999;20/03/2019;15:59;Efectivo;848.3;4.761905;42.415;6.7;True
828-01-2064;C;Yangon;Normal;Masculino;Deportes y viajes;56.56;4;11.312;237.552;15/02/2019;20:15;Efectivo;226.24;4.761905;11.312;4.5;True
616-45-0482;B;Yangon;Normal;Masculino;Accesorios electrónicos;83.77;7;29.3195;615.7094999999999;04/03/2019;13:53;Tarjeta de Crédito;586.39;4.761905;29.3195;4.1;True
436-14-5224;C;Naypyitaw;Socio;Masculino;Complementos de moda;25.25;1;1.2625;26.5125;05/01/2019;17:12;Efectivo;25.25;4.761905;1.2625;6.1;True
872-18-6052;A;Naypyitaw;Normal;Masculino;Accesorios electrónicos;80.05;9;36.0225;756.4725;20/01/2019;17:38;Efectivo;720.4499999999999;4.761905;36.0225;6.7;True
876-17-0430;B;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;49.04;8;19.616;411.936;08/01/2019;18:27;Billetera Electrónica;392.32;4.761905;19.616;7.6;True
667-00-2463;C;Yangon;Normal;Femenino;Complementos de moda;52.89;2;5.289;111.069;09/02/2019;13:18;Tarjeta de Crédito;105.78;4.761905;5.289;5.5;True
551-54-1736;A;Yangon;Normal;Masculino;Complementos de moda;98.53;10;49.265;1034.565;09/03/2019;13:23;Efectivo;985.3;4.761905;49.265;4.3;True
463-02-6517;A;Naypyitaw;Normal;Masculino;Salud y belleza;21.12;10;10.56;221.76;23/01/2019;16:06;Tarjeta de Crédito;211.2;4.761905;10.56;10.0;True
415-02-5544;B;Mandalay;Normal;Masculino;Deportes y viajes;74.07;8;29.628;622.188;02/01/2019;14:26;Efectivo;592.56;4.761905;29.628;4.7;True
266-57-2716;B;Naypyitaw;Socio;Masculino;Deportes y viajes;54.92;3;8.238;172.998;13/02/2019;19:56;Billetera Electrónica;164.76;4.761905;8.238;4.0;True
348-40-8277;C;Yangon;Normal;Masculino;Accesorios electrónicos;60.18;1;3.009;63.189;08/01/2019;20:32;Efectivo;60.18;4.761905;3.009;5.2;True
383-05-1128;B;Yangon;Socio;Masculino;Complementos de moda;40.26;7;14.091;295.911;07/03/2019;12:40;Tarjeta de Crédito;281.82;4.761905;14.091;9.9;True
712-25-4518;A;Yangon;Socio;Masculino;Hogar y estilo de vida;20.85;5;5.2125;109.4625;22/03/2019;15:44;Billetera Electrónica;104.25;4.761905;5.2125;5.2;True
525-33-1727;C;Mandalay;Normal;Femenino;Hogar y estilo de vida;35.74;9;16.083;337.74300000000005;18/02/2019;16:08;Efectivo;321.66;4.761905;16.083;9.0;True
117-63-3571;C;Mandalay;Socio;Masculino;Alimentos y bebidas;81.95;7;28.6825;602.3325;25/01/2019;11:09;Billetera Electrónica;573.65;4.761905;28.6825;4.4;True
282-27-0467;A;Yangon;Socio;Masculino;Deportes y viajes;60.08;2;6.008;126.168;21/02/2019;19:05;Tarjeta de Crédito;120.16;4.761905;6.008;6.4;True
578-73-2243;C;Yangon;Normal;Masculino;Deportes y viajes;83.14;4;16.628;349.188;25/01/2019;12:30;Efectivo;332.56;4.761905;16.628;7.7;True
176-78-4742;B;Naypyitaw;Normal;Masculino;Deportes y viajes;68.93;4;13.786;289.50600000000003;26/01/2019;15:10;Billetera Electrónica;275.72;4.761905;13.786;9.0;True
617-15-0077;A;Mandalay;Normal;Masculino;Salud y belleza;23.29;9;10.4805;220.0905;19/01/2019;15:08;Efectivo;209.61;4.761905;10.4805;7.6;True
825-50-4474;C;Yangon;Normal;Femenino;Salud y belleza;37.55;1;1.8775;39.4275;05/03/2019;14:38;Billetera Electrónica;37.55;4.761905;1.8775;9.7;True
636-73-0268;B;Yangon;Normal;Masculino;Deportes y viajes;27.04;9;12.168;255.528;09/03/2019;13:53;Billetera Electrónica;243.36;4.761905;12.168;4.4;True
578-55-0725;B;Mandalay;Socio;Femenino;Hogar y estilo de vida;95.64;1;4.782;100.422;01/03/2019;16:30;Billetera Electrónica;95.64;4.761905;4.782;7.4;True
024-88-6817;A;Naypyitaw;Socio;Masculino;Hogar y estilo de vida;40.62;5;10.155;213.255;07/01/2019;19:38;Billetera Electrónica;203.1;4.761905;10.155;8.5;True
188-04-2770;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;83.77;10;41.885;879.5849999999999;04/01/2019;15:14;Tarjeta de Crédito;837.6999999999999;4.761905;41.885;5.6;True
747-87-8351;A;Yangon;Normal;Femenino;Accesorios electrónicos;30.37;10;15.185;318.885;22/03/2019;10:10;Tarjeta de Crédito;303.7;4.761905;15.185;8.6;True
582-85-4303;B;Mandalay;Socio;Masculino;Hogar y estilo de vida;69.74;8;27.896;585.8159999999999;12/02/2019;19:38;Billetera Electrónica;557.92;4.761905;27.896;8.5;True
074-23-5708;A;Yangon;Normal;Masculino;Hogar y estilo de vida;33.33;9;14.9985;314.96849999999995;09/02/2019;11:01;Tarjeta de Crédito;299.97;4.761905;14.9985;5.2;True
566-31-6555;C;Naypyitaw;Socio;Masculino;Alimentos y bebidas;71.77;5;17.9425;376.7925;24/02/2019;19:38;Tarjeta de Crédito;358.85;4.761905;17.9425;7.7;True
056-71-1020;C;Naypyitaw;Socio;Masculino;Alimentos y bebidas;99.69;4;19.938;418.698;10/03/2019;17:29;Tarjeta de Crédito;398.76;4.761905;19.938;4.1;True
701-18-2658;A;Mandalay;Normal;Masculino;Alimentos y bebidas;27.93;4;5.586;117.306;05/02/2019;10:16;Billetera Electrónica;111.72;4.761905;5.586;6.0;True
050-88-2557;A;Yangon;Socio;Femenino;Accesorios electrónicos;86.72;9;39.024;819.504;19/03/2019;18:10;Tarjeta de Crédito;780.48;4.761905;39.024;9.8;True
320-27-8741;A;Mandalay;Normal;Masculino;Complementos de moda;93.96;1;4.698;98.658;30/01/2019;15:51;Tarjeta de Crédito;93.96;4.761905;4.698;5.2;True
021-87-3665;B;Naypyitaw;Normal;Femenino;Complementos de moda;99.25;8;39.7;833.7;06/01/2019;15:12;Billetera Electrónica;794.0;4.761905;39.7;9.8;True
840-52-1744;C;Naypyitaw;Socio;Femenino;Hogar y estilo de vida;72.78;1;3.639;76.419;20/02/2019;12:42;Tarjeta de Crédito;72.78;4.761905;3.639;4.6;True
177-25-7822;A;Mandalay;Socio;Masculino;Salud y belleza;69.4;1;3.47;72.87;10/02/2019;12:04;Tarjeta de Crédito;69.4;4.761905;3.47;4.3;True
882-07-7840;A;Naypyitaw;Socio;Femenino;Complementos de moda;17.41;10;8.705;182.805;04/02/2019;18:50;Billetera Electrónica;174.1;4.761905;8.705;8.7;True
007-42-8208;A;Yangon;Socio;Masculino;Deportes y viajes;74.51;4;14.902;312.942;27/01/2019;10:46;Tarjeta de Crédito;298.04;4.761905;14.902;7.9;True
013-81-3655;C;Mandalay;Socio;Masculino;Deportes y viajes;18.11;10;9.055;190.155;04/03/2019;12:45;Billetera Electrónica;181.1;4.761905;9.055;5.4;True
417-31-5516;B;Naypyitaw;Socio;Masculino;Complementos de moda;40.86;4;8.172;171.612;07/01/2019;14:55;Billetera Electrónica;163.44;4.761905;8.172;8.9;True
828-88-8762;C;Naypyitaw;Socio;Femenino;Accesorios electrónicos;80.48;1;4.024;84.504;16/03/2019;10:02;Billetera Electrónica;80.48;4.761905;4.024;6.0;True
047-77-4842;B;Yangon;Normal;Masculino;Accesorios electrónicos;99.96;9;44.982;944.622;04/02/2019;14:42;Efectivo;899.64;4.761905;44.982;4.1;True
002-25-4705;C;Mandalay;Socio;Masculino;Accesorios electrónicos;98.7;1;4.935;103.635;05/03/2019;14:58;Efectivo;98.7;4.761905;4.935;9.3;True
451-85-3204;A;Naypyitaw;Socio;Masculino;Salud y belleza;18.28;1;0.914;19.194000000000003;27/01/2019;16:08;Billetera Electrónica;18.28;4.761905;0.914;7.7;True
062-52-5412;A;Mandalay;Socio;Femenino;Accesorios electrónicos;34.84;3;5.226;109.746;17/02/2019;18:33;Efectivo;104.52;4.761905;5.226;8.5;True
628-40-7453;C;Mandalay;Normal;Masculino;Salud y belleza;51.54;8;20.616;432.936;07/03/2019;10:50;Billetera Electrónica;412.32;4.761905;20.616;5.2;True
500-11-1323;B;Mandalay;Socio;Masculino;Deportes y viajes;83.77;6;25.131;527.751;14/03/2019;11:48;Efectivo;502.62;4.761905;25.131;7.6;True
786-14-3031;A;Naypyitaw;Normal;Femenino;Alimentos y bebidas;26.23;4;5.246;110.166;11/01/2019;18:33;Billetera Electrónica;104.92;4.761905;5.246;4.8;True
002-50-7576;C;Naypyitaw;Normal;Femenino;Salud y belleza;27.38;4;5.476;114.996;31/01/2019;10:58;Tarjeta de Crédito;109.52;4.761905;5.476;7.5;True
043-05-3101;A;Naypyitaw;Socio;Masculino;Salud y belleza;50.49;3;7.5735;159.0435;14/03/2019;13:37;Billetera Electrónica;151.47;4.761905;7.5735;8.4;True
774-76-0163;A;Yangon;Normal;Femenino;Hogar y estilo de vida;62.12;7;21.742;456.582;01/03/2019;10:10;Billetera Electrónica;434.84;4.761905;21.742;6.1;True
025-33-3376;B;Naypyitaw;Normal;Masculino;Accesorios electrónicos;46.61;8;18.644;391.524;13/03/2019;14:38;Tarjeta de Crédito;372.88;4.761905;18.644;9.4;True
143-40-5260;B;Yangon;Socio;Femenino;Accesorios electrónicos;52.42;2;5.242;110.082;21/02/2019;14:28;Tarjeta de Crédito;104.84;4.761905;5.242;7.9;True
004-34-7224;B;Naypyitaw;Socio;Femenino;Complementos de moda;12.19;5;3.0475;63.9975;18/03/2019;13:28;Billetera Electrónica;60.95;4.761905;3.0475;8.9;True
105-63-0726;B;Naypyitaw;Normal;Femenino;Accesorios electrónicos;75.06;4;15.012;315.252;06/01/2019;12:47;Tarjeta de Crédito;300.24;4.761905;15.012;7.6;True
534-68-7836;B;Mandalay;Normal;Femenino;Hogar y estilo de vida;45.97;5;11.4925;241.3425;03/03/2019;17:47;Billetera Electrónica;229.85;4.761905;11.4925;7.9;True
087-41-0370;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;68.93;8;27.572;579.0120000000001;15/02/2019;16:11;Tarjeta de Crédito;551.44;4.761905;27.572;5.2;True
684-21-7541;C;Yangon;Socio;Masculino;Deportes y viajes;98.09;4;19.618;411.978;13/03/2019;13:44;Tarjeta de Crédito;392.36;4.761905;19.618;8.9;True
405-03-1286;B;Yangon;Normal;Femenino;Accesorios electrónicos;40.3;9;18.135;380.835;26/02/2019;13:55;Billetera Electrónica;362.7;4.761905;18.135;9.6;True
775-88-3287;B;Naypyitaw;Socio;Masculino;Salud y belleza;57.29;8;22.916;481.236;12/03/2019;20:07;Billetera Electrónica;458.32;4.761905;22.916;9.7;True
063-72-7541;C;Mandalay;Socio;Masculino;Deportes y viajes;99.71;2;9.971;209.391;13/02/2019;10:29;Tarjeta de Crédito;199.42;4.761905;9.971;7.8;True
713-04-2846;A;Naypyitaw;Normal;Femenino;Accesorios electrónicos;95.58;4;19.116;401.436;27/02/2019;15:15;Efectivo;382.32;4.761905;19.116;8.7;True
173-57-4281;B;Naypyitaw;Socio;Masculino;Deportes y viajes;83.66;10;41.83;878.43;01/01/2019;14:14;Tarjeta de Crédito;836.5999999999999;4.761905;41.83;4.1;True
636-33-8374;B;Naypyitaw;Socio;Femenino;Alimentos y bebidas;98.13;7;34.3455;721.2555;16/03/2019;13:58;Billetera Electrónica;686.91;4.761905;34.3455;8.6;True
718-63-5060;C;Yangon;Socio;Masculino;Complementos de moda;35.68;8;14.272;299.712;02/03/2019;17:08;Tarjeta de Crédito;285.44;4.761905;14.272;9.3;True
761-36-2647;A;Yangon;Normal;Femenino;Hogar y estilo de vida;73.41;10;36.705;770.805;24/02/2019;15:27;Billetera Electrónica;734.0999999999999;4.761905;36.705;7.3;True
830-21-1182;A;Mandalay;Socio;Masculino;Alimentos y bebidas;89.25;1;4.4625;93.7125;23/01/2019;10:44;Efectivo;89.25;4.761905;4.4625;5.0;True
252-23-8000;C;Yangon;Normal;Masculino;Accesorios electrónicos;24.24;1;1.212;25.452;11/01/2019;15:51;Tarjeta de Crédito;24.24;4.761905;1.212;5.5;True
401-34-7862;A;Yangon;Normal;Masculino;Complementos de moda;69.37;4;13.874;291.35400000000004;24/03/2019;14:41;Tarjeta de Crédito;277.48;4.761905;13.874;5.0;True
185-10-0717;C;Mandalay;Normal;Masculino;Salud y belleza;33.2;7;11.62;244.02000000000004;18/02/2019;17:01;Tarjeta de Crédito;232.40000000000003;4.761905;11.62;8.6;True
044-12-7877;A;Mandalay;Socio;Femenino;Accesorios electrónicos;19.1;9;8.595;180.495;27/01/2019;15:46;Billetera Electrónica;171.9;4.761905;8.595;7.6;True
788-22-3405;C;Mandalay;Normal;Femenino;Salud y belleza;94.47;2;9.447;198.387;25/01/2019;17:16;Efectivo;188.94;4.761905;9.447;6.2;True
851-20-3360;C;Yangon;Normal;Masculino;Hogar y estilo de vida;55.67;1;2.7835;58.453500000000005;20/02/2019;18:43;Efectivo;55.67;4.761905;2.7835;8.6;True
115-21-1443;C;Mandalay;Normal;Masculino;Salud y belleza;94.64;7;33.124;695.604;20/03/2019;15:29;Efectivo;662.48;4.761905;33.124;8.4;True
